,tmID,won,lost,win_rate
53,LAS,28,4,0.875
54,LAS,28,4,0.875
55,LAS,25,7,0.78125
56,LAS,24,10,0.7058823529411765
57,LAS,25,9,0.7352941176470589
58,LAS,17,17,0.5
59,LAS,25,9,0.7352941176470589
60,LAS,10,24,0.29411764705882354
61,LAS,20,14,0.5882352941176471
62,LAS,18,16,0.5294117647058824
